673495.5,3476.176078,1126,938,1.568218347,0.700391762,Arive-Dantu
606867,3319.864467,1074,998,1.766205775,0.691930824,Arive-Dantu
646982.5,3498.925434,1284,903,1.792091749,0.664099301,Arive-Dantu
711683.5,3537.989353,1228,964,1.663368618,0.714469539,Arive-Dantu
712079,3809.275718,1249,1039,1.822425602,0.616670574,Arive-Dantu
597122,3789.722327,1325,859,1.906101266,0.522466147,Arive-Dantu
682025.5,3610.959919,1262,948,1.754151421,0.657302283,Arive-Dantu
861730.5,3887.72947,1266,1076,1.58079121,0.716455557,Arive-Dantu
706486,3801.251327,1333,910,1.716990853,0.6144128,Arive-Dantu
675924.5,3615.587335,1190,1033,1.818649864,0.649756061,Arive-Dantu
583518,4038.8392,1278,908,1.98866873,0.449522046,Arive-Dantu
625250.5,3448.901051,1296,864,1.790872618,0.66054505,Arive-Dantu
530761,3422.300972,939,950,1.680699976,0.569472119,Arive-Dantu
551794.5,3577.479684,1275,857,1.980220897,0.541792363,Arive-Dantu
716764,3755.913233,1278,1020,1.818673929,0.638491245,Arive-Dantu
693369.5,3542.58228,1160,1016,1.699757489,0.694280082,Arive-Dantu
640824.5,3679.420809,1173,937,1.715135735,0.594826147,Arive-Dantu
702179,3446.315252,1227,921,1.609371684,0.742929659,Arive-Dantu
671355,3542.148734,1237,937,1.726462155,0.67240124,Arive-Dantu
684575,3568.859408,1110,1063,1.723594931,0.67541705,Arive-Dantu
745188.5,3976.381267,1205,999,1.61542348,0.592243046,Arive-Dantu
650795.5,3408.509126,1089,995,1.664970025,0.703923531,Arive-Dantu
711232,3703.653345,1190,1064,1.78023486,0.651569116,Arive-Dantu
549206.5,3211.950685,1018,895,1.658957059,0.668971776,Arive-Dantu
547729.5,3469.455305,1291,783,1.845533242,0.57181218,Arive-Dantu
581744,3582.006596,1238,865,1.840792514,0.56975614,Arive-Dantu
645910,3519.025938,1273,923,1.819106377,0.655446029,Arive-Dantu
490414,3015.350619,780,949,1.509377791,0.677793012,Arive-Dantu
572918.5,3213.514173,962,997,1.674084534,0.697175747,Arive-Dantu
618086,3108.203433,923,920,1.373854124,0.803970103,Arive-Dantu
709995,3701.580192,1136,1014,1.622411425,0.65116467,Arive-Dantu
652309,3364.075578,970,1024,1.522713929,0.724322117,Arive-Dantu
623446,3238.761871,969,994,1.544938936,0.746879727,Arive-Dantu
704553.5,3592.852268,1064,1050,1.585685118,0.685875233,Arive-Dantu
681558,3635.285818,1110,1058,1.723081528,0.648090357,Arive-Dantu
583415,3314.654227,975,986,1.64779788,0.667284432,Arive-Dantu
378494.5,2708.397301,733,866,1.677112877,0.648402518,Arive-Dantu
490195.5,2985.298887,919,888,1.664788844,0.691199708,Arive-Dantu
509227.5,3011.122259,867,996,1.695768591,0.705772829,Arive-Dantu
628022,3547.898951,969,975,1.504366089,0.62696347,Arive-Dantu
444467.5,2887.323267,915,856,1.762198586,0.669975703,Arive-Dantu
493900,2929.766918,892,914,1.65071472,0.723074005,Arive-Dantu
732973,3515.295918,1120,1037,1.584560414,0.745373694,Arive-Dantu
643759.5,3309.867426,1056,908,1.489450641,0.738435076,Arive-Dantu
571174,3253.306025,1026,914,1.64181843,0.678154205,Arive-Dantu
572235,3231.247149,1042,917,1.669793005,0.688721954,Arive-Dantu
592654.5,3070.494843,979,883,1.458618807,0.789941091,Arive-Dantu
613616.5,3262.980122,1035,892,1.50455537,0.724232545,Arive-Dantu
677168.5,3487.430913,1136,949,1.592017349,0.699673437,Arive-Dantu
501782.5,3041.808554,915,941,1.715912771,0.681493348,Arive-Dantu
556305.5,3236.647084,929,937,1.564739159,0.667317513,Arive-Dantu
654796.5,3309.524278,1001,965,1.475214055,0.751251013,Arive-Dantu
677412,3357.805594,1110,959,1.571407061,0.755008174,Arive-Dantu
588246,3245.756816,982,1000,1.669369617,0.701676434,Arive-Dantu
533301.5,3154.779117,992,937,1.742924031,0.673356031,Arive-Dantu
630156,3261.247151,1057,907,1.521367725,0.744544251,Arive-Dantu
589500,3322.952779,1001,973,1.652201866,0.670880755,Arive-Dantu
532272.5,3078.210573,957,928,1.668498748,0.705906599,Arive-Dantu
557771.5,3064.435964,947,922,1.5653973,0.746388746,Arive-Dantu
518035.5,3045.524279,941,932,1.692957336,0.701851535,Arive-Dantu
571833,3143.53142,969,953,1.6149068,0.727182582,Arive-Dantu
572932.5,3120.779112,961,932,1.563276651,0.739243069,Arive-Dantu
678595.5,3470.685756,1110,925,1.51305159,0.707929895,Arive-Dantu
560546.5,3469.999456,987,977,1.720283687,0.5850092,Arive-Dantu
537319,3166.595351,1017,888,1.680744586,0.673374897,Arive-Dantu
617175,3379.129402,1113,901,1.624843845,0.679216994,Arive-Dantu
523869.5,2971.666416,900,927,1.592572196,0.745474627,Arive-Dantu
618796,3289.188275,992,972,1.558225974,0.718753371,Arive-Dantu
683175,3318.418722,1051,953,1.466100194,0.779613695,Arive-Dantu
496826,2976.678607,943,902,1.71204003,0.704612408,Arive-Dantu
632895,3307.330413,1079,918,1.565065295,0.727086966,Arive-Dantu
642888.5,3291.372042,1065,910,1.507493135,0.745747094,Arive-Dantu
507984.5,3034.033947,926,933,1.700756618,0.693456868,Arive-Dantu
616932,3396.835025,1037,981,1.648961312,0.671890115,Arive-Dantu
717281.5,3525.430915,1151,925,1.484319615,0.725228857,Arive-Dantu
560723.5,3055.558771,853,953,1.449750189,0.754705194,Arive-Dantu
554320,3250.300974,981,925,1.637005701,0.659361001,Arive-Dantu
515303.5,2873.049106,824,911,1.456741513,0.784489,Arive-Dantu
620710,3367.850174,1029,940,1.558312255,0.687690588,Arive-Dantu
598698.5,3384.165972,1057,980,1.730186396,0.65692339,Arive-Dantu
711500.5,3648.945635,1139,911,1.458367211,0.671506603,Arive-Dantu
541740,3117.281645,942,859,1.493664858,0.700565397,Arive-Dantu
741632,3696.942674,1209,1007,1.641599877,0.681887755,Arive-Dantu
